product_id,product_name,gender,category,pattern,color,age_group,season,price,material,sales_count,reviews_count,average_rating,out_of_stock_times,brand,discount,last_stock_date,wish_list_count,month_of_sale,year_of_sale
1065,Pattern Skirt,Male,Shorts,Geometric,Yellow,25-35,Summer,149.32,Leather,187,99,3.1,5,ZARA,0%,2018/6/4,96,6,2018
1066,Biker Jacket,Female,Blouse,Plain,Yellow,35-45,Spring,83.69,Viscose,123,94,3.7,1,ZARA,10%,2018/6/23,127,6,2018
1067,Casual Jeans,Female,Blouse,Polka Dots,White,18-24,All,27.1,Viscose,492,95,4.7,5,ZARA,10%,2018/7/5,229,7,2018
1068,Business Shirt,Female,Skirt,Geometric,White,35-45,Winter,142.69,Wool,79,95,3.4,6,ZARA,15%,2018/7/4,179,7,2018
1069,Biker Jacket,Male,Blouse,Geometric,White,35-45,Winter,146.88,Denim,244,53,4.7,4,ZARA,0%,2018/7/25,67,7,2018
1070,Beach Shirt,Male,Dress,Polka Dots,Beige,35-45,Winter,94.28,Denim,324,39,4.7,2,ZARA,15%,2018/7/1,235,7,2018
1071,Chino Shorts,Female,Jacket,Geometric,Brown,25-35,Summer,31.7,Wool,132,94,4.2,1,ZARA,15%,2018/7/6,221,7,2018
1072,Summer Dress,Female,Jeans,Geometric,White,25-35,Winter,86.74,Denim,326,94,3.6,6,ZARA,15%,2018/7/22,54,7,2018
1073,Chino Shorts,Male,Shirt,Geometric,Beige,25-35,All,39.6,Synthetic,125,86,3.6,5,ZARA,5%,2018/7/22,211,7,2018
1074,Wool Jacket,Male,Shoes,Plain,Beige,35-45,Summer,71.08,Denim,165,74,3.5,3,ZARA,0%,2018/7/22,250,7,2018
1075,Biker Jacket,Male,Jacket,Geometric,Brown,18-24,Winter,25.48,Denim,326,97,3.8,6,ZARA,15%,2018/7/1,207,7,2018
1076,Wool Jacket,Male,Shoes,Polka Dots,Brown,35-45,Summer,46.26,Leather,161,95,3.4,2,ZARA,0%,2018/7/24,218,7,2018
1077,Casual Jeans,Male,Blouse,Plain,Beige,35-45,Spring,30.53,Cotton Blend,264,59,4.5,1,ZARA,20%,2018/7/24,183,7,2018
1078,Biker Jacket,Female,Shoes,Plain,White,25-35,All,51.07,Cotton,284,48,3.7,6,ZARA,15%,2018/8/15,221,8,2018
1079,Heels,Male,Skirt,Polka Dots,White,35-45,Winter,85.57,Denim,147,87,3.3,3,ZARA,0%,2018/8/22,205,8,2018
1080,Summer Dress,Male,Skirt,Polka Dots,Brown,18-24,Spring,118.82,Wool,301,62,3.3,1,ZARA,5%,2018/8/28,147,8,2018
1081,Wool Jacket,Female,Skirt,Geometric,Beige,35-45,Spring,68.28,Cotton Blend,227,68,4.4,6,ZARA,5%,2018/8/27,227,8,2018
1082,Blouse,Female,Dress,Plain,Brown,25-35,All,28.41,Wool,91,21,4.4,6,ZARA,0%,2018/8/6,225,8,2018
1083,Summer Dress,Female,Shorts,Geometric,White,35-45,Winter,98.59,Denim,268,83,3.2,2,ZARA,5%,2018/8/1,239,8,2018
1084,Blouse,Male,Blouse,Polka Dots,White,35-45,Spring,76.86,Leather,323,80,4.7,6,ZARA,10%,2018/8/17,233,8,2018
1085,Blouse,Male,Shoes,Plain,Brown,25-35,All,104.73,Viscose,427,87,4,4,ZARA,5%,2018/8/21,66,8,2018
1086,Summer Dress,Female,Jeans,Geometric,Brown,18-24,Summer,64.05,Denim,456,53,4.5,5,ZARA,10%,2018/8/10,204,8,2018
1087,Chino Shorts,Male,Shoes,Geometric,Beige,25-35,All,114.92,Synthetic,200,39,3.4,6,ZARA,5%,2018/8/3,185,8,2018
1088,Summer Dress,Male,Blouse,Plain,Beige,35-45,Spring,77.11,Cotton,170,100,4.1,1,ZARA,15%,2018/8/26,152,8,2018
1089,Wool Jacket,Female,Blouse,Plain,Beige,25-35,Spring,102.63,Denim,420,34,3.7,2,ZARA,20%,2018/9/25,91,9,2018
1090,Heels,Male,Skirt,Plain,Brown,35-45,Winter,47.32,Leather,100,40,3.7,5,ZARA,10%,2018/9/10,125,9,2018
1091,Wool Jacket,Female,Shirt,Plain,Beige,25-35,Spring,49.04,Viscose,126,65,4.5,1,ZARA,10%,2018/9/17,58,9,2018
1092,Summer Dress,Male,Shirt,Polka Dots,Brown,18-24,Spring,108.82,Cotton,107,43,4.8,5,ZARA,15%,2018/9/29,88,9,2018
1093,Business Shirt,Male,Blouse,Polka Dots,Beige,18-24,Winter,108.97,Cotton Blend,176,45,4.2,3,ZARA,15%,2018/9/18,203,9,2018
1094,Casual Jeans,Male,Skirt,Polka Dots,Brown,25-35,All,134.63,Denim,486,64,3.7,1,ZARA,10%,2018/9/8,178,9,2018
1095,Pattern Skirt,Female,Shoes,Polka Dots,Beige,18-24,All,51.73,Cotton,86,71,3.1,1,ZARA,5%,2018/9/19,95,9,2018
1096,Wool Jacket,Female,Blouse,Polka Dots,White,35-45,Winter,108.6,Cotton,288,73,3.9,3,ZARA,0%,2018/9/21,87,9,2018
1097,Biker Jacket,Male,Shirt,Geometric,White,35-45,Winter,80.38,Synthetic,200,62,3.9,4,ZARA,5%,2018/9/26,121,9,2018
1098,Blouse,Female,Dress,Polka Dots,Beige,18-24,Summer,149.88,Viscose,73,35,3.9,5,ZARA,5%,2018/9/14,227,9,2018
1099,Wool Jacket,Male,Jeans,Plain,Brown,18-24,Summer,47.18,Cotton Blend,225,82,4.1,6,ZARA,15%,2018/9/4,198,9,2018
1100,Casual Jeans,Female,Skirt,Striped,Orange,35-45,Summer,31.9,Viscose,418,52,3.5,2,ZARA,10%,2018/10/1,144,10,2018
1101,Heels,Male,Skirt,Striped,Orange,25-35,Summer,79.23,Synthetic,195,22,3.7,1,ZARA,0%,2018/10/1,215,10,2018
1102,Blouse,Female,Shoes,Striped,Orange,18-24,All,94.56,Synthetic,396,50,3.6,3,ZARA,20%,2018/10/4,238,10,2018
1103,Heels,Male,Dress,Striped,Orange,25-35,Summer,89.52,Cotton,388,80,3.7,2,ZARA,5%,2018/10/20,247,10,2018
1104,Wool Jacket,Female,Skirt,Striped,Black,35-45,All,65.11,Wool,184,78,3.4,5,ZARA,0%,2018/10/18,141,10,2018
1105,Beach Shirt,Female,Shorts,Plain,Black,35-45,Spring,70.36,Viscose,476,36,3.7,6,ZARA,20%,2018/10/29,158,10,2018
1106,Chino Shorts,Female,Jeans,Striped,Orange,18-24,All,92.35,Viscose,273,70,4.3,3,ZARA,5%,2018/10/26,248,10,2018
1107,Beach Shirt,Female,Shorts,Striped,Black,35-45,Summer,120.04,Cotton,354,61,3,5,ZARA,5%,2018/10/4,238,10,2018
1108,Beach Shirt,Male,Blouse,Striped,Black,18-24,All,37.23,Synthetic,462,92,3.8,6,ZARA,20%,2018/10/9,169,10,2018
1109,Business Shirt,Female,Shirt,Striped,Orange,25-35,Winter,76.22,Cotton,248,55,4.7,2,ZARA,10%,2018/10/10,83,10,2018
1110,Summer Dress,Female,Skirt,Striped,Black,25-35,Autumn,63.49,Viscose,96,42,4.1,1,ZARA,5%,2018/10/27,230,10,2018
1111,Chino Shorts,Female,Jeans,Geometric,White,18-24,All,113.19,Wool,386,28,3.2,6,ZARA,0%,2018/11/5,78,11,2018
1112,Beach Shirt,Male,Shirt,Polka Dots,White,35-45,Autumn,138.78,Viscose,427,23,3.3,6,ZARA,15%,2018/11/12,177,11,2018
1113,Business Shirt,Male,Shoes,Geometric,White,18-24,Winter,75.58,Leather,287,35,3.8,3,ZARA,20%,2018/11/27,159,11,2018
1114,Blouse,Male,Shirt,Geometric,Navy Blue,25-35,Winter,36.28,Viscose,303,82,3,6,ZARA,5%,2018/11/22,131,11,2018
1115,Chino Shorts,Male,Jacket,Geometric,Grey,25-35,Spring,139.63,Denim,283,89,3.6,5,ZARA,0%,2018/11/21,94,11,2018
1116,Pattern Skirt,Female,Shoes,Plain,Navy Blue,25-35,Summer,143.09,Synthetic,291,46,4.3,4,ZARA,5%,2018/11/11,56,11,2018
1117,Casual Jeans,Female,Shoes,Geometric,Grey,25-35,Winter,68.97,Viscose,221,67,4.5,1,ZARA,0%,2018/11/15,110,11,2018
1118,Wool Jacket,Female,Jacket,Polka Dots,Navy Blue,35-45,Autumn,45.5,Viscose,69,96,3.5,4,ZARA,15%,2018/11/25,249,11,2018
1119,Biker Jacket,Male,Skirt,Plain,White,35-45,Spring,128.01,Wool,461,26,3.6,3,ZARA,10%,2018/11/20,81,11,2018
1120,Heels,Female,Jacket,Geometric,Navy Blue,25-35,All,99.84,Cotton,207,78,4.1,1,ZARA,20%,2018/11/6,125,11,2018
1121,Blouse,Male,Shirt,Polka Dots,Grey,35-45,Spring,111.34,Viscose,103,45,4.3,4,ZARA,10%,2018/11/20,60,11,2018
1122,Summer Dress,Female,Skirt,Geometric,Red,25-35,Summer,63.78,Viscose,117,70,4.7,4,ZARA,20%,2018/12/4,131,12,2018
1123,Summer Dress,Male,Shoes,Plain,White,18-24,Autumn,86.36,Wool,223,89,4.6,3,ZARA,20%,2018/12/5,185,12,2018
1124,Chino Shorts,Male,Shorts,Plain,White,35-45,All,140.75,Leather,113,78,4.9,3,ZARA,15%,2018/12/5,86,12,2018
1125,Beach Shirt,Male,Skirt,Geometric,Green,18-24,Autumn,120.84,Leather,348,96,4.1,5,ZARA,10%,2018/12/8,199,12,2018
1126,Business Shirt,Female,Dress,Geometric,Red,18-24,Autumn,48.85,Viscose,178,36,4.5,4,ZARA,10%,2018/12/1,238,12,2018
1127,Summer Dress,Male,Jeans,Polka Dots,Green,18-24,All,35.1,Synthetic,289,36,3.5,3,ZARA,5%,2018/12/18,173,12,2018
1128,Casual Jeans,Female,Skirt,Plain,White,25-35,Spring,143.13,Cotton,496,63,4.6,6,ZARA,10%,2018/12/26,109,12,2018
1129,Beach Shirt,Male,Shorts,Geometric,Red,35-45,Spring,69.51,Cotton Blend,210,92,4.9,4,ZARA,15%,2018/12/13,154,12,2018
1130,Chino Shorts,Female,Shoes,Polka Dots,Red,25-35,Spring,35.9,Wool,452,70,3.7,1,ZARA,10%,2018/12/5,222,12,2018
1131,Casual Jeans,Male,Shoes,Plain,Red,18-24,Autumn,52.21,Wool,51,25,4.8,2,ZARA,20%,2018/12/16,223,12,2018
1132,Pattern Skirt,Male,Jacket,Geometric,Green,25-35,Winter,45.36,Wool,493,54,4.1,1,ZARA,15%,2018/12/2,66,12,2018
1133,Heels,Female,Jeans,Geometric,White,18-24,Winter,56.45,Synthetic,306,67,4.5,2,ZARA,0%,2019/1/3,144,1,2019
1134,Heels,Male,Jeans,Plain,White,25-35,Autumn,126.66,Cotton Blend,378,71,4.3,2,ZARA,5%,2019/1/15,189,1,2019
1135,Biker Jacket,Male,Shirt,Plain,White,35-45,Spring,121.99,Cotton,247,23,4.5,4,ZARA,15%,2019/1/16,111,1,2019
1136,Heels,Female,Shoes,Geometric,Beige,35-45,Spring,107.52,Cotton Blend,302,70,3,6,ZARA,20%,2019/1/4,223,1,2019
1137,Blouse,Female,Shirt,Plain,Beige,25-35,Summer,37.61,Cotton Blend,374,37,3.4,6,ZARA,10%,2019/1/7,235,1,2019
1138,Wool Jacket,Male,Shoes,Geometric,White,35-45,All,108.28,Viscose,415,52,4.9,3,ZARA,0%,2019/1/27,59,1,2019
1139,Chino Shorts,Male,Blouse,Plain,Beige,35-45,Autumn,35.92,Synthetic,77,41,3.6,3,ZARA,5%,2019/1/15,145,1,2019
1140,Chino Shorts,Female,Shirt,Geometric,Brown,18-24,Autumn,116.35,Leather,134,47,4.1,3,ZARA,5%,2019/1/3,203,1,2019
1141,Blouse,Female,Jeans,Polka Dots,Beige,35-45,Spring,109.52,Leather,329,37,3,1,ZARA,0%,2019/1/12,128,1,2019
1142,Blouse,Male,Skirt,Plain,Brown,18-24,Summer,86.91,Leather,292,59,4.3,5,ZARA,15%,2019/1/10,111,1,2019
1143,Casual Jeans,Female,Jeans,Polka Dots,White,18-24,Winter,142.34,Synthetic,111,100,4.5,6,ZARA,15%,2019/1/23,92,1,2019
1144,Blouse,Male,Dress,Polka Dots,Red,35-45,All,48.98,Synthetic,450,89,4,2,ZARA,10%,2019/2/22,112,2,2019
1145,Blouse,Female,Shoes,Polka Dots,Red,25-35,All,71.53,Denim,443,54,4.2,4,ZARA,15%,2019/2/1,216,2,2019
1146,Pattern Skirt,Male,Dress,Heart,Red,25-35,Winter,142.33,Cotton Blend,265,42,3.3,2,ZARA,5%,2019/2/18,145,2,2019
1147,Casual Jeans,Male,Shirt,Polka Dots,Red,18-24,Summer,141.78,Leather,432,25,4,3,ZARA,20%,2019/2/2,155,2,2019
1148,Business Shirt,Female,Jeans,Polka Dots,Pink,18-24,Spring,35.07,Wool,92,38,3.9,5,ZARA,10%,2019/2/21,92,2,2019
1149,Wool Jacket,Female,Dress,Plain,Red,35-45,Spring,142.39,Leather,321,68,4.1,5,ZARA,0%,2019/2/25,126,2,2019
1150,Blouse,Male,Shoes,Polka Dots,Pink,25-35,Summer,87.16,Cotton,250,50,3.7,4,ZARA,15%,2019/2/4,158,2,2019
1151,Business Shirt,Female,Dress,Polka Dots,Red,18-24,Spring,21.78,Cotton,296,27,3.9,4,ZARA,0%,2019/2/28,97,2,2019
1152,Business Shirt,Male,Skirt,Polka Dots,Pink,18-24,All,23.69,Denim,242,69,3.8,4,ZARA,5%,2019/2/26,56,2,2019
1153,Summer Dress,Male,Shoes,Heart,Pink,25-35,Winter,50.91,Viscose,269,26,3.1,5,ZARA,5%,2019/2/25,220,2,2019
1154,Biker Jacket,Female,Blouse,Polka Dots,Pink,18-24,Spring,24.05,Viscose,229,43,4.7,4,ZARA,0%,2019/2/15,216,2,2019
1155,Pattern Skirt,Female,Shorts,Polka Dots,White,35-45,Winter,104.07,Cotton Blend,159,38,4.5,4,ZARA,0%,2019/3/7,93,3,2019
1156,Wool Jacket,Male,Shoes,Plain,White,18-24,All,24.14,Synthetic,223,65,3.7,2,ZARA,5%,2019/3/21,131,3,2019
1157,Blouse,Female,Dress,Polka Dots,Brown,35-45,Autumn,102.25,Viscose,152,52,4,4,ZARA,10%,2019/3/11,68,3,2019
1158,Casual Jeans,Female,Jacket,Geometric,Beige,18-24,All,71.42,Cotton Blend,378,92,3.3,1,ZARA,5%,2019/3/1,121,3,2019
1159,Blouse,Female,Dress,Polka Dots,Brown,35-45,Summer,136.57,Viscose,356,92,3.5,2,ZARA,5%,2019/3/15,65,3,2019
1160,Beach Shirt,Male,Dress,Geometric,Beige,18-24,Spring,53.92,Denim,149,86,4.8,4,ZARA,5%,2019/3/17,116,3,2019
1161,Casual Jeans,Female,Shorts,Plain,Beige,25-35,Summer,121.05,Cotton,496,51,4.9,4,ZARA,20%,2019/3/23,66,3,2019
1162,Business Shirt,Male,Skirt,Geometric,Brown,35-45,Autumn,22.68,Viscose,492,72,4.3,6,ZARA,5%,2019/3/22,164,3,2019
1163,Business Shirt,Female,Shorts,Geometric,Brown,25-35,Spring,64.66,Denim,194,90,3.8,2,ZARA,10%,2019/3/25,152,3,2019
1164,Wool Jacket,Female,Jeans,Polka Dots,White,35-45,Winter,146.69,Synthetic,91,51,3.7,6,ZARA,5%,2019/3/11,80,3,2019
1165,Wool Jacket,Male,Shorts,Plain,Brown,25-35,All,44.77,Denim,238,35,3.1,4,ZARA,20%,2019/3/22,94,3,2019
1166,Blouse,Male,Dress,Plain,Brown,18-24,Summer,41.85,Denim,283,30,3.7,3,ZARA,5%,2019/4/7,218,4,2019
1167,Wool Jacket,Male,Shoes,Geometric,Beige,35-45,Spring,62,Leather,208,38,4.7,4,ZARA,15%,2019/4/29,173,4,2019
1168,Wool Jacket,Male,Jeans,Plain,Brown,35-45,All,32.28,Cotton Blend,100,96,3.8,4,ZARA,20%,2019/4/13,110,4,2019
1169,Wool Jacket,Male,Shoes,Polka Dots,White,25-35,Spring,101.58,Leather,124,69,4.3,6,ZARA,0%,2019/4/12,64,4,2019
1170,Summer Dress,Male,Shorts,Plain,White,18-24,All,136.48,Synthetic,259,67,4.3,4,ZARA,10%,2019/4/29,139,4,2019
1171,Business Shirt,Male,Blouse,Polka Dots,White,25-35,Autumn,142.75,Wool,272,24,3.7,1,ZARA,0%,2019/4/11,227,4,2019
1172,Chino Shorts,Female,Jacket,Plain,Beige,35-45,All,147.98,Leather,161,50,4.4,6,ZARA,10%,2019/4/11,198,4,2019
1173,Casual Jeans,Male,Blouse,Plain,White,25-35,Winter,72.86,Viscose,160,23,4,1,ZARA,20%,2019/4/10,155,4,2019
1174,Beach Shirt,Female,Skirt,Plain,Beige,35-45,Spring,61.82,Wool,205,99,3.6,6,ZARA,20%,2019/4/14,124,4,2019
1175,Beach Shirt,Male,Skirt,Polka Dots,Beige,25-35,All,45.03,Cotton,152,100,5,6,ZARA,10%,2019/4/1,208,4,2019
1176,Beach Shirt,Male,Shorts,Plain,White,18-24,Summer,130.36,Denim,317,61,4.7,3,ZARA,5%,2019/4/19,210,4,2019
1177,Biker Jacket,Male,Shorts,Plain,White,25-35,Autumn,33.05,Cotton,461,82,4.7,4,ZARA,10%,2019/5/25,241,5,2019
1178,Heels,Female,Shoes,Plain,White,18-24,Summer,109.11,Denim,70,36,4.3,3,ZARA,10%,2019/5/26,98,5,2019
1179,Beach Shirt,Male,Shoes,Geometric,Beige,25-35,Autumn,64.91,Viscose,311,71,3.9,3,ZARA,10%,2019/5/3,172,5,2019
1180,Business Shirt,Male,Shoes,Geometric,Brown,35-45,All,101.08,Cotton,387,98,3,6,ZARA,0%,2019/5/19,184,5,2019
1181,Pattern Skirt,Male,Shoes,Geometric,Brown,35-45,Autumn,119.61,Denim,399,54,4.1,5,ZARA,15%,2019/5/28,240,5,2019
1182,Casual Jeans,Female,Skirt,Plain,Brown,25-35,Winter,36.91,Leather,135,39,4.9,2,ZARA,20%,2019/5/8,217,5,2019
1183,Beach Shirt,Female,Skirt,Plain,Beige,18-24,All,104.62,Leather,375,98,4.4,5,ZARA,20%,2019/5/15,52,5,2019
1184,Beach Shirt,Female,Blouse,Polka Dots,White,18-24,Autumn,143.73,Cotton,72,51,4.4,6,ZARA,5%,2019/5/27,67,5,2019
